strategy,observed_count,observed_fraction,repeat,rank,beta,sigma_min,sigma_min_nonzero,condition_number,noise_amplification,noiseless_relative_error,noisy_ls_relative_error,noisy_ridge_relative_error
tree_first,0,0.0,0,0,10,0.0,0.0,inf,inf,1.0,1.0,1.0
chord_first,0,0.0,0,0,10,0.0,0.0,inf,inf,1.0,1.0,1.0
rank_greedy,0,0.0,0,0,10,0.0,0.0,inf,inf,1.0,1.0,1.0
random,0,0.0,0,0,10,0.0,0.0,inf,inf,1.0,1.0,1.0
tree_first,0,0.0,1,0,10,0.0,0.0,inf,inf,1.0,1.0,1.0
chord_first,0,0.0,1,0,10,0.0,0.0,inf,inf,1.0,1.0,1.0
rank_greedy,0,0.0,1,0,10,0.0,0.0,inf,inf,1.0,1.0,1.0
random,0,0.0,1,0,10,0.0,0.0,inf,inf,1.0,1.0,1.0
tree_first,0,0.0,2,0,10,0.0,0.0,inf,inf,1.0,1.0,1.0
chord_first,0,0.0,2,0,10,0.0,0.0,inf,inf,1.0,1.0,1.0
rank_greedy,0,0.0,2,0,10,0.0,0.0,inf,inf,1.0,1.0,1.0
random,0,0.0,2,0,10,0.0,0.0,inf,inf,1.0,1.0,1.0
tree_first,0,0.0,3,0,10,0.0,0.0,inf,inf,1.0,1.0,1.0
chord_first,0,0.0,3,0,10,0.0,0.0,inf,inf,1.0,1.0,1.0
rank_greedy,0,0.0,3,0,10,0.0,0.0,inf,inf,1.0,1.0,1.0
random,0,0.0,3,0,10,0.0,0.0,inf,inf,1.0,1.0,1.0
tree_first,0,0.0,4,0,10,0.0,0.0,inf,inf,1.0,1.0,1.0
chord_first,0,0.0,4,0,10,0.0,0.0,inf,inf,1.0,1.0,1.0
rank_greedy,0,0.0,4,0,10,0.0,0.0,inf,inf,1.0,1.0,1.0
random,0,0.0,4,0,10,0.0,0.0,inf,inf,1.0,1.0,1.0
tree_first,0,0.0,5,0,10,0.0,0.0,inf,inf,1.0,1.0,1.0
chord_first,0,0.0,5,0,10,0.0,0.0,inf,inf,1.0,1.0,1.0
rank_greedy,0,0.0,5,0,10,0.0,0.0,inf,inf,1.0,1.0,1.0
random,0,0.0,5,0,10,0.0,0.0,inf,inf,1.0,1.0,1.0
tree_first,0,0.0,6,0,10,0.0,0.0,inf,inf,1.0,1.0,1.0
chord_first,0,0.0,6,0,10,0.0,0.0,inf,inf,1.0,1.0,1.0
rank_greedy,0,0.0,6,0,10,0.0,0.0,inf,inf,1.0,1.0,1.0
random,0,0.0,6,0,10,0.0,0.0,inf,inf,1.0,1.0,1.0
tree_first,0,0.0,7,0,10,0.0,0.0,inf,inf,1.0,1.0,1.0
chord_first,0,0.0,7,0,10,0.0,0.0,inf,inf,1.0,1.0,1.0
rank_greedy,0,0.0,7,0,10,0.0,0.0,inf,inf,1.0,1.0,1.0
random,0,0.0,7,0,10,0.0,0.0,inf,inf,1.0,1.0,1.0
tree_first,1,0.04,0,1,10,0.0,0.7365008122800619,inf,inf,0.993553830141164,0.99389389817955,0.9938311126121172
chord_first,1,0.04,0,1,10,0.0,0.7097113241921611,inf,inf,0.9927293148459295,0.9943826840973868,0.9941892946015863
rank_greedy,1,0.04,0,1,10,0.0,0.7365008122800619,inf,inf,0.993553830141164,0.9953792736513504,0.9954379290961285
random,1,0.04,0,1,10,0.0,0.7172718525115142,inf,inf,0.9458854995943944,0.9460302108367014,0.9459388222309567
tree_first,1,0.04,1,1,10,0.0,0.7365008122800619,inf,inf,0.993553830141164,0.9935572631171153,0.9935539623341831
chord_first,1,0.04,1,1,10,0.0,0.7097113241921611,inf,inf,0.9927293148459295,0.9933660748619146,0.9932620376979732
rank_greedy,1,0.04,1,1,10,0.0,0.7365008122800619,inf,inf,0.993553830141164,0.9936091553253199,0.9936305517660142
random,1,0.04,1,1,10,0.0,0.7365008122800619,inf,inf,0.993553830141164,0.9938261716484085,0.9938656872495594
tree_first,1,0.04,2,1,10,0.0,0.7365008122800619,inf,inf,0.993553830141164,0.9954283566296221,0.9952396715674423
chord_first,1,0.04,2,1,10,0.0,0.7097113241921611,inf,inf,0.9927293148459295,0.992805141414062,0.9927765867576765
rank_greedy,1,0.04,2,1,10,0.0,0.7365008122800619,inf,inf,0.993553830141164,0.9937687829356238,0.9938050957048439
random,1,0.04,2,1,10,0.0,0.7172718525115142,inf,inf,0.9458854995943944,0.946997117422622,0.9466813354052156
tree_first,1,0.04,3,1,10,0.0,0.7365008122800619,inf,inf,0.993553830141164,0.9940752882618908,0.9941239565871864
chord_first,1,0.04,3,1,10,0.0,0.7097113241921611,inf,inf,0.9927293148459295,0.9930521678850515,0.9929839018408217
rank_greedy,1,0.04,3,1,10,0.0,0.7365008122800619,inf,inf,0.993553830141164,0.994389081432675,0.9944438113446693
random,1,0.04,3,1,10,0.0,0.6304378888254494,inf,inf,0.9782973009558747,0.9783244336711424,0.9782993904342482
tree_first,1,0.04,4,1,10,0.0,0.7365008122800619,inf,inf,0.993553830141164,0.9936397554444061,0.9936652889011022
chord_first,1,0.04,4,1,10,0.0,0.7097113241921611,inf,inf,0.9927293148459295,0.9934735984814428,0.993358750470009
rank_greedy,1,0.04,4,1,10,0.0,0.7365008122800619,inf,inf,0.993553830141164,0.9936027117143842,0.9936230629279185
random,1,0.04,4,1,10,0.0,0.5266694785935222,inf,inf,0.9942228196990307,0.9952243083097623,0.9953245477400173
tree_first,1,0.04,5,1,10,0.0,0.7365008122800619,inf,inf,0.993553830141164,0.9941419574520662,0.9941922775925982
chord_first,1,0.04,5,1,10,0.0,0.7097113241921611,inf,inf,0.9927293148459295,0.9934005326878054,0.9932929733921544
rank_greedy,1,0.04,5,1,10,0.0,0.7365008122800619,inf,inf,0.993553830141164,0.9948473532948611,0.9949058069619597
random,1,0.04,5,1,10,0.0,0.5704151847972115,inf,inf,0.9703211090277828,0.9715665486367244,0.9718742319718785
tree_first,1,0.04,6,1,10,0.0,0.7365008122800619,inf,inf,0.993553830141164,0.9939298348131841,0.9939738823442805
chord_first,1,0.04,6,1,10,0.0,0.7097113241921611,inf,inf,0.9927293148459295,0.9927594893512109,0.9927790047161921
rank_greedy,1,0.04,6,1,10,0.0,0.7365008122800619,inf,inf,0.993553830141164,0.9939137307416825,0.9939571567965138
random,1,0.04,6,1,10,0.0,0.7002072035855974,inf,inf,0.9930665246980811,0.9937674650654708,0.9936560318444491
tree_first,1,0.04,7,1,10,0.0,0.7365008122800619,inf,inf,0.993553830141164,0.9938226598206117,0.9937682716350664
chord_first,1,0.04,7,1,10,0.0,0.7097113241921611,inf,inf,0.9927293148459295,0.9946213867972177,0.9946929163776466
rank_greedy,1,0.04,7,1,10,0.0,0.7365008122800619,inf,inf,0.993553830141164,0.9947531873324923,0.994613379401311
random,1,0.04,7,1,10,0.0,0.6304378888254494,inf,inf,0.9782973009558747,0.978450330671596,0.978368393373666
tree_first,2,0.08,0,2,10,0.0,0.5723036871568572,inf,inf,0.8080401347362568,0.8087766337212015,0.8082360082298784
chord_first,2,0.08,0,2,10,0.0,0.6878557869144944,inf,inf,0.9698060961544774,0.970100030403796,0.9700046327879254
rank_greedy,2,0.08,0,2,10,0.0,0.7085203047218606,inf,inf,0.9161613618310386,0.9188908335057349,0.9182303616317362
random,2,0.08,0,2,10,0.0,0.47808927406924956,inf,inf,0.8041127895099132,0.8073389847255611,0.8094848429627117
tree_first,2,0.08,1,2,10,0.0,0.5723036871568572,inf,inf,0.8080401347362568,0.8088881400311188,0.8092967891181504
chord_first,2,0.08,1,2,10,0.0,0.6878557869144944,inf,inf,0.9698060961544774,0.9715391993735497,0.9716703469911321
rank_greedy,2,0.08,1,2,10,0.0,0.7085203047218606,inf,inf,0.9161613618310386,0.9165959997232148,0.9166898591651913
random,2,0.08,1,2,10,0.0,0.5478460392602089,inf,inf,0.9759555402937443,0.9767657042031094,0.9764627369122825
tree_first,2,0.08,2,2,10,0.0,0.5723036871568572,inf,inf,0.8080401347362568,0.8089452243513666,0.808325878452952
chord_first,2,0.08,2,2,10,0.0,0.6878557869144944,inf,inf,0.9698060961544774,0.9704853384554033,0.9703084936199493
rank_greedy,2,0.08,2,2,10,0.0,0.7085203047218606,inf,inf,0.9161613618310386,0.9161686134806024,0.9162253239314642
random,2,0.08,2,1,10,0.0,0.7002072035855974,inf,inf,0.9930665246980811,0.9930677539393596,0.9930668619525334
tree_first,2,0.08,3,2,10,0.0,0.5723036871568572,inf,inf,0.8080401347362568,0.809585712394471,0.8105244218409359
chord_first,2,0.08,3,2,10,0.0,0.6878557869144944,inf,inf,0.9698060961544774,0.9709340101138875,0.9710621754263716
rank_greedy,2,0.08,3,2,10,0.0,0.7085203047218606,inf,inf,0.9161613618310386,0.916326677544412,0.9164338843435831
random,2,0.08,3,2,10,0.0,0.5286204874006478,inf,inf,0.990797986676505,0.9931848278170248,0.9930545140566898
tree_first,2,0.08,4,2,10,0.0,0.5723036871568572,inf,inf,0.8080401347362568,0.8137549289540448,0.8155127294669977
chord_first,2,0.08,4,2,10,0.0,0.6878557869144944,inf,inf,0.9698060961544774,0.9709606660531155,0.9711422180946908
rank_greedy,2,0.08,4,2,10,0.0,0.7085203047218606,inf,inf,0.9161613618310386,0.9166652172547015,0.9165763033058499
random,2,0.08,4,2,10,0.0,0.5478278254544505,inf,inf,0.817017122075045,0.8170389029399153,0.8173200155501039
tree_first,2,0.08,5,2,10,0.0,0.5723036871568572,inf,inf,0.8080401347362568,0.8083532860891933,0.8081739625530231
chord_first,2,0.08,5,2,10,0.0,0.6878557869144944,inf,inf,0.9698060961544774,0.9699865702949733,0.9700165498430606
rank_greedy,2,0.08,5,2,10,0.0,0.7085203047218606,inf,inf,0.9161613618310386,0.9162435572246901,0.916366555236557
random,2,0.08,5,1,10,0.0,0.6919242916744699,inf,inf,0.8656595038266184,0.8660216589193032,0.8657773998731404
tree_first,2,0.08,6,2,10,0.0,0.5723036871568572,inf,inf,0.8080401347362568,0.8091740432717172,0.8100617368396685
chord_first,2,0.08,6,2,10,0.0,0.6878557869144944,inf,inf,0.9698060961544774,0.9715327515934193,0.9715967172913998
rank_greedy,2,0.08,6,2,10,0.0,0.7085203047218606,inf,inf,0.9161613618310386,0.9189661421384708,0.9184674696253331
random,2,0.08,6,2,10,0.0,0.526255134021785,inf,inf,0.9612309593183379,0.9618151378472044,0.961861191399906
tree_first,2,0.08,7,2,10,0.0,0.5723036871568572,inf,inf,0.8080401347362568,0.8095662768196701,0.8088996869438986
chord_first,2,0.08,7,2,10,0.0,0.6878557869144944,inf,inf,0.9698060961544774,0.9711377742403577,0.9708810944421471
rank_greedy,2,0.08,7,2,10,0.0,0.7085203047218606,inf,inf,0.9161613618310386,0.9179836269234235,0.9183682716109574
random,2,0.08,7,2,10,0.0,0.45005316087811387,inf,inf,0.8594128931506931,0.862620915106636,0.8607455273910175
tree_first,3,0.12,0,2,10,0.0,0.5723036871568574,inf,inf,0.8080401347362568,0.8080532801688023,0.8081335352461206
chord_first,3,0.12,0,3,10,0.0,0.6528340996352422,inf,inf,0.9139370505220261,0.9178369120386454,0.9172653540391315
rank_greedy,3,0.12,0,3,10,0.0,0.6494608639532424,inf,inf,0.915269222893095,0.9160472496332007,0.9162339920268703
random,3,0.12,0,3,10,0.0,0.48987139366576854,inf,inf,0.852644565367643,0.8533862456360118,0.8534254074216652
tree_first,3,0.12,1,2,10,0.0,0.5723036871568574,inf,inf,0.8080401347362568,0.8081952914594059,0.8081121608583098
chord_first,3,0.12,1,3,10,0.0,0.6528340996352422,inf,inf,0.9139370505220261,0.9145064089660423,0.9144323477339104
rank_greedy,3,0.12,1,3,10,0.0,0.6494608639532424,inf,inf,0.915269222893095,0.9195143197603286,0.9190395381669656
random,3,0.12,1,3,10,0.0,0.4759120850961928,inf,inf,0.9372061145085817,0.9375564207161159,0.9377417791811274
tree_first,3,0.12,2,2,10,0.0,0.5723036871568574,inf,inf,0.8080401347362568,0.8108105618190365,0.8120806698897302
chord_first,3,0.12,2,3,10,0.0,0.6528340996352422,inf,inf,0.9139370505220261,0.914573480204425,0.9146860587731498
rank_greedy,3,0.12,2,3,10,0.0,0.6494608639532424,inf,inf,0.915269222893095,0.916834908877051,0.9166660940739241
random,3,0.12,2,3,10,0.0,0.45736678834160843,inf,inf,0.9373586558273481,0.9377150347161349,0.9378460119308327
tree_first,3,0.12,3,2,10,0.0,0.5723036871568574,inf,inf,0.8080401347362568,0.8084423540856243,0.8084492895855445
chord_first,3,0.12,3,3,10,0.0,0.6528340996352422,inf,inf,0.9139370505220261,0.9168414541580721,0.9164375555567914
rank_greedy,3,0.12,3,3,10,0.0,0.6494608639532424,inf,inf,0.915269222893095,0.9161525666692591,0.9161380316104811
random,3,0.12,3,3,10,0.0,0.6030165624769641,inf,inf,0.7926297812218569,0.7936359039498789,0.7934561735627923
tree_first,3,0.12,4,2,10,0.0,0.5723036871568574,inf,inf,0.8080401347362568,0.8093941656537755,0.8086196091049224
chord_first,3,0.12,4,3,10,0.0,0.6528340996352422,inf,inf,0.9139370505220261,0.9160275025474237,0.915968980205329
rank_greedy,3,0.12,4,3,10,0.0,0.6494608639532424,inf,inf,0.915269222893095,0.9161576460079682,0.9164173800135383
random,3,0.12,4,3,10,0.0,0.5537727939985407,inf,inf,0.7356237383937261,0.7366351661134254,0.7362375538923713
tree_first,3,0.12,5,2,10,0.0,0.5723036871568574,inf,inf,0.8080401347362568,0.8089364656050203,0.8083726454179039
chord_first,3,0.12,5,3,10,0.0,0.6528340996352422,inf,inf,0.9139370505220261,0.9173559705403761,0.9176329811325536
rank_greedy,3,0.12,5,3,10,0.0,0.6494608639532424,inf,inf,0.915269222893095,0.915848498230079,0.9160907943679388
random,3,0.12,5,3,10,0.0,0.3921333027979745,inf,inf,0.6607071054834576,0.6628405242594292,0.6628721896730629
tree_first,3,0.12,6,2,10,0.0,0.5723036871568574,inf,inf,0.8080401347362568,0.811914524348246,0.8103665173756865
chord_first,3,0.12,6,3,10,0.0,0.6528340996352422,inf,inf,0.9139370505220261,0.9141763908272953,0.914142474530712
rank_greedy,3,0.12,6,3,10,0.0,0.6494608639532424,inf,inf,0.915269222893095,0.9167837830295247,0.9165492839032883
random,3,0.12,6,3,10,0.0,0.514517719997117,inf,inf,0.7767606788168474,0.7781762251776887,0.7775337079604272
tree_first,3,0.12,7,2,10,0.0,0.5723036871568574,inf,inf,0.8080401347362568,0.8084158921152192,0.8090621845836344
chord_first,3,0.12,7,3,10,0.0,0.6528340996352422,inf,inf,0.9139370505220261,0.9141404636437318,0.9141384224845884
rank_greedy,3,0.12,7,3,10,0.0,0.6494608639532424,inf,inf,0.915269222893095,0.9155557630872306,0.9156242194758025
random,3,0.12,7,3,10,0.0,0.5160849333871382,inf,inf,0.7234838820879375,0.7275432162979943,0.7272308939876744
tree_first,4,0.16,0,3,10,0.0,0.34855984454130523,inf,inf,0.7402808092287179,0.7442561256470792,0.7472872263874232
chord_first,4,0.16,0,4,10,0.0,0.4673665929118763,inf,inf,0.9137043494047297,0.9149272721067111,0.9150506774640839
rank_greedy,4,0.16,0,4,10,0.0,0.6016556550088288,inf,inf,0.9141440202842382,0.9187357145906371,0.9181153626231149
random,4,0.16,0,4,10,0.0,0.437851303437815,inf,inf,0.7048443812182589,0.7096253362002021,0.7077168507549205
tree_first,4,0.16,1,3,10,0.0,0.34855984454130523,inf,inf,0.7402808092287179,0.7455819233953873,0.7502027892631649
chord_first,4,0.16,1,4,10,0.0,0.4673665929118763,inf,inf,0.9137043494047297,0.918622005417013,0.9186810510722364
rank_greedy,4,0.16,1,4,10,0.0,0.6016556550088288,inf,inf,0.9141440202842382,0.9182979689103201,0.9184592164883008
random,4,0.16,1,4,10,0.0,0.4910154086524289,inf,inf,0.9053233874125216,0.9059715404637834,0.9062202458703387
tree_first,4,0.16,2,3,10,0.0,0.34855984454130523,inf,inf,0.7402808092287179,0.7434388076263465,0.747606048091546
chord_first,4,0.16,2,4,10,0.0,0.4673665929118763,inf,inf,0.9137043494047297,0.9150896850415211,0.9150889228687403
rank_greedy,4,0.16,2,4,10,0.0,0.6016556550088288,inf,inf,0.9141440202842382,0.916879283248907,0.9165997337182561
random,4,0.16,2,3,10,0.0,0.5277739015089635,inf,inf,0.8530172685066117,0.856300565881586,0.8558374740804446
tree_first,4,0.16,3,3,10,0.0,0.34855984454130523,inf,inf,0.7402808092287179,0.7425205498029127,0.7430012922551137
chord_first,4,0.16,3,4,10,0.0,0.4673665929118763,inf,inf,0.9137043494047297,0.9140840678205553,0.9141419832824955
rank_greedy,4,0.16,3,4,10,0.0,0.6016556550088288,inf,inf,0.9141440202842382,0.9151497576706767,0.9151262942051775
random,4,0.16,3,4,10,0.0,0.44120970107460883,inf,inf,0.7574724142014363,0.7618014120256182,0.7618147155070907
tree_first,4,0.16,4,3,10,0.0,0.34855984454130523,inf,inf,0.7402808092287179,0.7405614007240912,0.7426944520799679
chord_first,4,0.16,4,4,10,0.0,0.4673665929118763,inf,inf,0.9137043494047297,0.9160385636274246,0.9158618295137544
rank_greedy,4,0.16,4,4,10,0.0,0.6016556550088288,inf,inf,0.9141440202842382,0.9144866997094733,0.9144096726160846
random,4,0.16,4,4,10,0.0,0.528340162169866,inf,inf,0.4870110690195277,0.4901833127633112,0.491677480454264
tree_first,4,0.16,5,3,10,0.0,0.34855984454130523,inf,inf,0.7402808092287179,0.743265633011319,0.7407128915386467
chord_first,4,0.16,5,4,10,0.0,0.4673665929118763,inf,inf,0.9137043494047297,0.9183622263696964,0.9175099051807222
rank_greedy,4,0.16,5,4,10,0.0,0.6016556550088288,inf,inf,0.9141440202842382,0.9154900466763264,0.9153223404291879
random,4,0.16,5,4,10,0.0,0.4006203449191213,inf,inf,0.5921370109960514,0.5960281026743581,0.5978437808436721
tree_first,4,0.16,6,3,10,0.0,0.34855984454130523,inf,inf,0.7402808092287179,0.7452439601554288,0.7419772315060699
chord_first,4,0.16,6,4,10,0.0,0.4673665929118763,inf,inf,0.9137043494047297,0.9156019004580314,0.9152052392243945
rank_greedy,4,0.16,6,4,10,0.0,0.6016556550088288,inf,inf,0.9141440202842382,0.915972810212926,0.9160893498779659
random,4,0.16,6,4,10,0.0,0.4815692090980584,inf,inf,0.6766853638744138,0.6799201297823348,0.6788860145761504
tree_first,4,0.16,7,3,10,0.0,0.34855984454130523,inf,inf,0.7402808092287179,0.7411614546135913,0.7427718191927538
chord_first,4,0.16,7,4,10,0.0,0.4673665929118763,inf,inf,0.9137043494047297,0.914769122066601,0.9148899223131934
rank_greedy,4,0.16,7,4,10,0.0,0.6016556550088288,inf,inf,0.9141440202842382,0.9147695185190619,0.9145511259844604
random,4,0.16,7,4,10,0.0,0.30499370565792716,inf,inf,0.6151937723063106,0.6235950743420322,0.6221978107024771
tree_first,5,0.2,0,3,10,0.0,0.6932045528515588,inf,inf,0.7402808092287146,0.7414574685737462,0.7412235550369572
chord_first,5,0.2,0,5,10,0.0,0.45698288648846014,inf,inf,0.9053995558300615,0.9104874936951528,0.9104966655526059
rank_greedy,5,0.2,0,5,10,0.0,0.5370740074513924,inf,inf,0.7005023966230501,0.7042304453072137,0.7049230142864669
random,5,0.2,0,4,10,0.0,0.5005985945365866,inf,inf,0.6774750159519636,0.6785628162046096,0.6795005711928508
tree_first,5,0.2,1,3,10,0.0,0.6932045528515588,inf,inf,0.7402808092287146,0.7409720945296433,0.7415436132370551
chord_first,5,0.2,1,5,10,0.0,0.45698288648846014,inf,inf,0.9053995558300615,0.9071833997815284,0.9072399012948582
rank_greedy,5,0.2,1,5,10,0.0,0.5370740074513924,inf,inf,0.7005023966230501,0.7031155886077731,0.704715368722886
random,5,0.2,1,4,10,0.0,0.4261308356257342,inf,inf,0.8465894628871554,0.8496426053938602,0.8498356907335933
tree_first,5,0.2,2,3,10,0.0,0.6932045528515588,inf,inf,0.7402808092287146,0.7417772251997269,0.7421012607076123
chord_first,5,0.2,2,5,10,0.0,0.45698288648846014,inf,inf,0.9053995558300615,0.906393797776531,0.9064822111203158
rank_greedy,5,0.2,2,5,10,0.0,0.5370740074513924,inf,inf,0.7005023966230501,0.7069096301829594,0.7074939668465167
random,5,0.2,2,4,10,0.0,0.5366858967336101,inf,inf,0.9004833645756121,0.9024730966306247,0.9019981358450458
tree_first,5,0.2,3,3,10,0.0,0.6932045528515588,inf,inf,0.7402808092287146,0.7416096281389779,0.7409615213441608
chord_first,5,0.2,3,5,10,0.0,0.45698288648846014,inf,inf,0.9053995558300615,0.9087197163613541,0.9084827476397178
rank_greedy,5,0.2,3,5,10,0.0,0.5370740074513924,inf,inf,0.7005023966230501,0.7025784276830629,0.7030067239169594
random,5,0.2,3,5,10,0.0,0.418653125649337,inf,inf,0.8051339661169469,0.8076055931746519,0.8080592085944918
tree_first,5,0.2,4,3,10,0.0,0.6932045528515588,inf,inf,0.7402808092287146,0.7414787026121522,0.74117870607042
chord_first,5,0.2,4,5,10,0.0,0.45698288648846014,inf,inf,0.9053995558300615,0.9074431769954409,0.9070683797518377
rank_greedy,5,0.2,4,5,10,0.0,0.5370740074513924,inf,inf,0.7005023966230501,0.7040578514117851,0.7046413554539684
random,5,0.2,4,4,10,0.0,0.39942536342985624,inf,inf,0.8885481142046293,0.893701884418952,0.8947171208995784
tree_first,5,0.2,5,3,10,0.0,0.6932045528515588,inf,inf,0.7402808092287146,0.7404530501754656,0.7404022835387409
chord_first,5,0.2,5,5,10,0.0,0.45698288648846014,inf,inf,0.9053995558300615,0.9089008125600835,0.908576280829165
rank_greedy,5,0.2,5,5,10,0.0,0.5370740074513924,inf,inf,0.7005023966230501,0.7028679881772065,0.703922203569674
random,5,0.2,5,5,10,0.0,0.3550734110075197,inf,inf,0.678708442663509,0.6801930552896233,0.6812447467968862
tree_first,5,0.2,6,3,10,0.0,0.6932045528515588,inf,inf,0.7402808092287146,0.7422434094833559,0.7415606063678681
chord_first,5,0.2,6,5,10,0.0,0.45698288648846014,inf,inf,0.9053995558300615,0.906866468888211,0.9070927534637099
rank_greedy,5,0.2,6,5,10,0.0,0.5370740074513924,inf,inf,0.7005023966230501,0.7010406530350657,0.7015124677049981
random,5,0.2,6,5,10,0.0,0.3485345113711367,inf,inf,0.7140234975230061,0.7188919948341557,0.723616517737414
tree_first,5,0.2,7,3,10,0.0,0.6932045528515588,inf,inf,0.7402808092287146,0.7429921262362865,0.7438752262657609
chord_first,5,0.2,7,5,10,0.0,0.45698288648846014,inf,inf,0.9053995558300615,0.9073727073038381,0.9075456637302676
rank_greedy,5,0.2,7,5,10,0.0,0.5370740074513924,inf,inf,0.7005023966230501,0.7027030511887946,0.7027145136359131
random,5,0.2,7,4,10,0.0,0.27855136239907374,inf,inf,0.7997619874691083,0.8027909106444133,0.8038871531516163
tree_first,6,0.24,0,4,10,0.0,0.5588061751165548,inf,inf,0.7377649672047789,0.7394849493604537,0.7403014962661166
chord_first,6,0.24,0,6,10,0.0,0.39166536464801177,inf,inf,0.832096047326185,0.8356466984149492,0.8346861643436763
rank_greedy,6,0.24,0,6,10,0.0,0.4763518233818875,inf,inf,0.6916972052590076,0.6957676461258537,0.695481769094825
random,6,0.24,0,5,10,0.0,0.5032740850245019,inf,inf,0.5143964655497996,0.5191419405401252,0.5190724309754953
tree_first,6,0.24,1,4,10,0.0,0.5588061751165548,inf,inf,0.7377649672047789,0.739808410564198,0.7399611846585336
chord_first,6,0.24,1,6,10,0.0,0.39166536464801177,inf,inf,0.832096047326185,0.8411049323340282,0.8390385233651514
rank_greedy,6,0.24,1,6,10,0.0,0.4763518233818875,inf,inf,0.6916972052590076,0.697657819327648,0.6978252981766598
random,6,0.24,1,5,10,0.0,0.4050863810742933,inf,inf,0.805274520688358,0.807562396180765,0.8068229181898167
tree_first,6,0.24,2,4,10,0.0,0.5588061751165548,inf,inf,0.7377649672047789,0.7404493589152181,0.7402720275422289
chord_first,6,0.24,2,6,10,0.0,0.39166536464801177,inf,inf,0.832096047326185,0.8380964521174266,0.8394896489065796
rank_greedy,6,0.24,2,6,10,0.0,0.4763518233818875,inf,inf,0.6916972052590076,0.69573294380379,0.6958628513676418
random,6,0.24,2,6,10,0.0,0.38088850011339537,inf,inf,0.6223234008693842,0.6277148261480332,0.6283040915591287
tree_first,6,0.24,3,4,10,0.0,0.5588061751165548,inf,inf,0.7377649672047789,0.7402269478153956,0.7405185126016955
chord_first,6,0.24,3,6,10,0.0,0.39166536464801177,inf,inf,0.832096047326185,0.8336418626875582,0.8348001299037546
rank_greedy,6,0.24,3,6,10,0.0,0.4763518233818875,inf,inf,0.6916972052590076,0.6945701900804618,0.6950747637025376
random,6,0.24,3,6,10,0.0,0.37979719813699425,inf,inf,0.7430502417261243,0.7444253531801732,0.7458153056616323
tree_first,6,0.24,4,4,10,0.0,0.5588061751165548,inf,inf,0.7377649672047789,0.7394584283667405,0.7399529263764043
chord_first,6,0.24,4,6,10,0.0,0.39166536464801177,inf,inf,0.832096047326185,0.8344310306361153,0.8353449027635558
rank_greedy,6,0.24,4,6,10,0.0,0.4763518233818875,inf,inf,0.6916972052590076,0.6937769153259992,0.6947790081402196
random,6,0.24,4,5,10,0.0,0.33031326479426903,inf,inf,0.4920567255467933,0.49506440810786173,0.4938933784716825
tree_first,6,0.24,5,4,10,0.0,0.5588061751165548,inf,inf,0.7377649672047789,0.7412364251796532,0.740793580768783
chord_first,6,0.24,5,6,10,0.0,0.39166536464801177,inf,inf,0.832096047326185,0.8382670338113087,0.8368630896837406
rank_greedy,6,0.24,5,6,10,0.0,0.4763518233818875,inf,inf,0.6916972052590076,0.6967007066739932,0.6987633702490361
random,6,0.24,5,5,10,0.0,0.5209243586754433,inf,inf,0.8987089627944864,0.899711328765194,0.9000442997909507
tree_first,6,0.24,6,4,10,0.0,0.5588061751165548,inf,inf,0.7377649672047789,0.7389185070330732,0.7386431390892979
chord_first,6,0.24,6,6,10,0.0,0.39166536464801177,inf,inf,0.832096047326185,0.8414264979150285,0.84230963877987
rank_greedy,6,0.24,6,6,10,0.0,0.4763518233818875,inf,inf,0.6916972052590076,0.6947291484298291,0.6957751156439775
random,6,0.24,6,5,10,0.0,0.33177638504500745,inf,inf,0.6527793465180278,0.6580734761837024,0.6635617123819918
tree_first,6,0.24,7,4,10,0.0,0.5588061751165548,inf,inf,0.7377649672047789,0.741182101037776,0.7420606637855343
chord_first,6,0.24,7,6,10,0.0,0.39166536464801177,inf,inf,0.832096047326185,0.832801050671047,0.8332276729823763
rank_greedy,6,0.24,7,6,10,0.0,0.4763518233818875,inf,inf,0.6916972052590076,0.6991538148434288,0.6984100310012674
random,6,0.24,7,6,10,0.0,0.4172266098514896,inf,inf,0.5923874618842992,0.5937958583143679,0.5936239663966163
tree_first,7,0.28,0,5,10,0.0,0.3580690976763494,inf,inf,0.6852012602772961,0.6892050993752138,0.689980501080505
chord_first,7,0.28,0,7,10,0.0,0.33072208958716354,inf,inf,0.6379060465610205,0.6464174171374156,0.6467808687590448
rank_greedy,7,0.28,0,7,10,0.0,0.44280818127290056,inf,inf,0.6642467402326976,0.6684605415062939,0.6687772919388807
random,7,0.28,0,5,10,0.0,0.38395288770065394,inf,inf,0.6138743202752842,0.6191789202279406,0.6189747144428948
tree_first,7,0.28,1,5,10,0.0,0.3580690976763494,inf,inf,0.6852012602772961,0.686130795969543,0.6864424144228434
chord_first,7,0.28,1,7,10,0.0,0.33072208958716354,inf,inf,0.6379060465610205,0.6402869203726762,0.6390253910417325
rank_greedy,7,0.28,1,7,10,0.0,0.44280818127290056,inf,inf,0.6642467402326976,0.6670639311092013,0.6685108966717395
random,7,0.28,1,6,10,0.0,0.34358801215208756,inf,inf,0.3896314783651693,0.3998461121978994,0.4031810123949883
tree_first,7,0.28,2,5,10,0.0,0.3580690976763494,inf,inf,0.6852012602772961,0.6891134467241257,0.6893713285155989
